instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
593,15/08/2012,3,1,8,0,3,1,1,28.97,32.7,61.96,11.37,1198,6149,7347
594,16/08/2012,3,1,8,0,4,1,1,29.49,32.73,51.92,9.5,1338,6267,7605
595,17/08/2012,3,1,8,0,5,1,1,29.66,12.12,57.08,15.5,1483,5665,7148
596,18/08/2012,3,1,8,0,6,0,1,27.81,30.9,60.33,11.92,2827,5038,7865
597,19/08/2012,3,1,8,0,0,0,2,26.07,30.18,71.17,5.79,1208,3341,4549
598,20/08/2012,3,1,8,0,1,1,2,26.07,29.8,73.42,8.71,1026,5504,6530
599,21/08/2012,3,1,8,0,2,1,1,26.62,30.05,67.38,4.88,1081,5925,7006
600,22/08/2012,3,1,8,0,3,1,1,27.37,31.09,67.71,4.71,1094,6281,7375
601,23/08/2012,3,1,8,0,4,1,1,28.53,31.85,63.58,5.67,1363,6402,7765
602,24/08/2012,3,1,8,0,5,1,2,28.8,32.36,61.5,4.83,1325,6257,7582
603,25/08/2012,3,1,8,0,6,0,2,27.13,30.93,71.29,16.38,1829,4224,6053
604,26/08/2012,3,1,8,0,0,0,2,26.79,29.8,84.58,15.33,1483,3772,5255
605,27/08/2012,3,1,8,0,1,1,1,28.84,32.73,73.04,8.63,989,5928,6917
606,28/08/2012,3,1,8,0,2,1,1,29.86,33.3,62,12.79,935,6105,7040
607,29/08/2012,3,1,8,0,3,1,1,28.09,31.79,55.21,7.54,1177,6520,7697
608,30/08/2012,3,1,8,0,4,1,1,28.97,32.64,59.04,5.17,1172,6541,7713
609,31/08/2012,3,1,8,0,5,1,1,31.33,34.47,58.75,11.29,1433,5917,7350
610,01/09/2012,3,1,9,0,6,0,2,30.89,35.13,63.83,7.58,2352,3788,6140
611,02/09/2012,3,1,9,0,0,0,2,28.56,32.45,81.5,4.29,2613,3197,5810
612,03/09/2012,3,1,9,1,1,0,1,29.01,33.08,79.08,10.13,1965,4069,6034
613,04/09/2012,3,1,9,0,2,1,1,29.76,34.34,75.5,15.83,867,5997,6864
614,05/09/2012,3,1,9,0,3,1,1,30.2,35.45,74.13,12.58,832,6280,7112
615,06/09/2012,3,1,9,0,4,1,2,28.56,32.77,81.04,9.54,611,5592,6203
616,07/09/2012,3,1,9,0,5,1,1,28.84,32.86,73.63,11.5,1045,6459,7504
617,08/09/2012,3,1,9,0,6,0,2,27.03,30.56,79.92,18.83,1557,4419,5976
618,09/09/2012,3,1,9,0,0,0,1,25.01,28.95,54.75,15.04,2570,5657,8227
619,10/09/2012,3,1,9,0,1,1,1,23.92,28.28,50.38,17.33,1118,6407,7525
620,11/09/2012,3,1,9,0,2,1,1,23.68,27.71,52,6.17,1070,6697,7767
621,12/09/2012,3,1,9,0,3,1,1,24.57,28.5,57.71,8.83,1050,6820,7870
622,13/09/2012,3,1,9,0,4,1,1,25.11,28.98,63.71,5.54,1054,6750,7804
623,14/09/2012,3,1,9,0,5,1,1,25.97,29.7,67.25,6.96,1379,6630,8009
624,15/09/2012,3,1,9,0,6,0,1,24.94,29.29,50.17,16.58,3160,5554,8714
625,16/09/2012,3,1,9,0,0,0,1,23.78,28.16,57,6.04,2166,5167,7333
626,17/09/2012,3,1,9,0,1,1,2,23.81,27.65,73.46,10.17,1022,5847,6869
627,18/09/2012,3,1,9,0,2,1,2,25.56,28.25,87.25,23.96,371,3702,4073
628,19/09/2012,3,1,9,0,3,1,1,22.65,27.02,53.67,14.42,788,6803,7591
629,20/09/2012,3,1,9,0,4,1,1,22.41,26.61,61.83,7.92,939,6781,7720
630,21/09/2012,3,1,9,0,5,1,1,24.57,28.6,66.88,10.33,1250,6917,8167
631,22/09/2012,3,1,9,0,6,0,1,26.65,30.52,64.67,19,2512,5883,8395
632,23/09/2012,4,1,9,0,0,0,1,21.7,25.95,46.71,14.96,2454,5453,7907
633,24/09/2012,4,1,9,0,1,1,1,21.08,25.13,49.29,9.54,1001,6435,7436
634,25/09/2012,4,1,9,0,2,1,1,22.55,27.21,57,15.83,845,6693,7538
635,26/09/2012,4,1,9,0,3,1,1,26.04,29.83,63.08,16.37,787,6946,7733
636,27/09/2012,4,1,9,0,4,1,2,26.65,30.4,69.08,9,751,6642,7393
637,28/09/2012,4,1,9,0,5,1,2,25.39,29.29,69,11,1045,6370,7415
638,29/09/2012,4,1,9,0,6,0,1,22.24,26.51,54.29,15.25,2589,5966,8555
639,30/09/2012,4,1,9,0,0,0,1,21.59,25.88,58.33,9.04,2015,4874,6889
640,01/10/2012,4,1,10,0,1,1,2,21.35,25.6,64.92,6.08,763,6015,6778
641,02/10/2012,4,1,10,0,2,1,3,24.22,27.12,87.17,7,315,4324,4639
642,03/10/2012,4,1,10,0,3,1,2,26.96,29.96,79.38,4.46,728,6844,7572
643,04/10/2012,4,1,10,0,4,1,2,26.96,30.4,72.29,7.88,891,6437,7328
644,05/10/2012,4,1,10,0,5,1,1,25.22,29.01,62.75,7.13,1516,6640,8156
645,06/10/2012,4,1,10,0,6,0,1,22.72,26.93,66.42,17.96,3031,4934,7965
646,07/10/2012,4,1,10,0,0,0,2,17.05,20.99,70.83,9.46,781,2729,3510
647,08/10/2012,4,1,10,1,1,0,2,15.72,19.38,70.96,12.71,874,4604,5478
648,09/10/2012,4,1,10,0,2,1,2,18.31,21.91,76.17,12.75,601,5791,6392
649,10/10/2012,4,1,10,0,3,1,1,21.08,25.16,63.08,12.58,780,6911,7691
650,11/10/2012,4,1,10,0,4,1,1,17.84,21.56,46.33,12.17,834,6736,7570
651,12/10/2012,4,1,10,0,5,1,1,17.94,21.65,53.92,15.75,1060,6222,7282
652,13/10/2012,4,1,10,0,6,0,1,16.13,19.57,49.46,9.79,2252,4857,7109
653,14/10/2012,4,1,10,0,0,0,1,21.39,25.41,64.04,18.67,2080,4559,6639
654,15/10/2012,4,1,10,0,1,1,2,23.03,26.96,70.75,19.83,760,5115,5875
655,16/10/2012,4,1,10,0,2,1,1,19.2,23.04,55.83,12.21,922,6612,7534
656,17/10/2012,4,1,10,0,3,1,1,18.69,22.51,69.29,6.79,979,6482,7461
657,18/10/2012,4,1,10,0,4,1,2,21.42,25.63,72.83,15.87,1008,6501,7509
658,19/10/2012,4,1,10,0,5,1,2,23.1,26.89,81.5,9.04,753,4671,5424
659,20/10/2012,4,1,10,0,6,0,1,19.85,23.64,57.29,7.87,2806,5284,8090
660,21/10/2012,4,1,10,0,0,0,1,19.03,22.82,51,11.13,2132,4692,6824
661,22/10/2012,4,1,10,0,1,1,1,19.99,24.15,56.83,5.46,830,6228,7058
662,23/10/2012,4,1,10,0,2,1,1,22.31,26.52,64.17,6.33,841,6625,7466
663,24/10/2012,4,1,10,0,3,1,1,24.09,27.94,63.63,4.88,795,6898,7693
664,25/10/2012,4,1,10,0,4,1,2,22.55,26.48,80.04,8.33,875,6484,7359
665,26/10/2012,4,1,10,0,5,1,2,22.38,26.14,80.71,8.88,1182,6262,7444
666,27/10/2012,4,1,10,0,6,0,2,21.73,25.76,72,15.79,2643,5209,7852
667,28/10/2012,4,1,10,0,0,0,2,19.58,23.39,69.46,26.67,998,3461,4459
668,29/10/2012,4,1,10,0,1,1,3,18.04,21.97,88,24,2,20,22
669,30/10/2012,4,1,10,0,2,1,2,13.05,15.5,82.55,14.27,87,1009,1096
670,31/10/2012,4,1,10,0,3,1,2,14.66,18.06,66.67,11.17,419,5147,5566
671,01/11/2012,4,1,11,0,4,1,2,15,18.5,58.17,10.54,466,5520,5986
672,02/11/2012,4,1,11,0,5,1,1,14.56,17.8,52.21,17.83,618,5229,5847
673,03/11/2012,4,1,11,0,6,0,2,14.08,16.19,49.13,18.13,1029,4109,5138
674,04/11/2012,4,1,11,0,0,0,1,13.36,16.48,53.29,12,1201,3906,5107
675,05/11/2012,4,1,11,0,1,1,1,13.09,15.4,49.42,15.83,378,4881,5259
676,06/11/2012,4,1,11,0,2,1,1,11.51,14.08,56.71,11.63,466,5220,5686
677,07/11/2012,4,1,11,0,3,1,2,12.13,13.73,54.75,20.38,326,4709,5035
678,08/11/2012,4,1,11,0,4,1,1,14.44,17.09,33.35,23.3,340,4975,5315
679,09/11/2012,4,1,11,0,5,1,1,14.83,17.77,54.08,14.38,709,5283,5992
680,10/11/2012,4,1,11,0,6,0,1,15.96,19.7,64.54,3.88,2090,4446,6536
681,11/11/2012,4,1,11,0,0,0,1,17.25,21.09,65.92,8.54,2290,4562,6852
682,12/11/2012,4,1,11,1,1,0,1,19.89,23.77,74.17,11.63,1097,5172,6269
683,13/11/2012,4,1,11,0,2,1,2,14.08,16.16,66.29,22.92,327,3767,4094
684,14/11/2012,4,1,11,0,3,1,1,11.86,14.08,55.21,13.37,373,5122,5495
685,15/11/2012,4,1,11,0,4,1,2,13.19,16.22,62.04,10.25,320,5125,5445
686,16/11/2012,4,1,11,0,5,1,1,14.15,17.36,52.46,11.46,484,5214,5698
687,17/11/2012,4,1,11,0,6,0,1,13.33,16.32,54.54,12.04,1313,4316,5629
688,18/11/2012,4,1,11,0,0,0,1,14.04,16.89,69.29,15.25,922,3747,4669
689,19/11/2012,4,1,11,0,1,1,2,15.61,18.78,62.33,15.75,449,5050,5499
690,20/11/2012,4,1,11,0,2,1,2,15.34,19.03,68.5,5.54,534,5100,5634
691,21/11/2012,4,1,11,0,3,1,1,14.49,18.24,61.38,6.92,615,4531,5146
692,22/11/2012,4,1,11,1,4,0,1,13.94,17.52,58.04,3.54,955,1470,2425
693,23/11/2012,4,1,11,0,5,1,1,15.1,18.94,56.88,9.92,1603,2307,3910
694,24/11/2012,4,1,11,0,6,0,1,11.41,12.44,40.46,25.25,532,1745,2277
695,25/11/2012,4,1,11,0,0,0,1,10.08,12.88,46.83,10.08,309,2115,2424
696,26/11/2012,4,1,11,0,1,1,1,12.85,16.95,53.54,3.13,337,4750,5087
697,27/11/2012,4,1,11,0,2,1,2,11.96,14.08,78.67,15.92,123,3836,3959
698,28/11/2012,4,1,11,0,3,1,1,12.16,14.49,50.63,14.13,198,5062,5260
699,29/11/2012,4,1,11,0,4,1,1,11.52,14.92,55.57,7.74,243,5080,5323
700,30/11/2012,4,1,11,0,5,1,1,12.23,16.19,64.96,3.92,362,5306,5668
701,01/12/2012,4,1,12,0,6,0,2,12.23,15.85,80.67,4,951,4240,5191
702,02/12/2012,4,1,12,0,0,0,2,14.25,17.96,82.33,8.33,892,3757,4649
703,03/12/2012,4,1,12,0,1,1,1,18.55,22.79,76.75,5.54,555,5679,6234
704,04/12/2012,4,1,12,0,2,1,1,19.51,23.45,73.38,11.67,551,6055,6606
705,05/12/2012,4,1,12,0,3,1,1,17.97,21.4,48.5,21.71,331,5398,5729
706,06/12/2012,4,1,12,0,4,1,1,10.49,12.91,50.88,11.71,340,5035,5375
707,07/12/2012,4,1,12,0,5,1,2,13.15,16.1,76.42,8.75,349,4659,5008
708,08/12/2012,4,1,12,0,6,0,2,15.65,19.48,91.13,6.79,1153,4429,5582
709,09/12/2012,4,1,12,0,0,0,2,15.75,19.51,90.54,10.58,441,2787,3228
710,10/12/2012,4,1,12,0,1,1,2,17.87,21.78,92.5,12.75,329,4841,5170
711,11/12/2012,4,1,12,0,2,1,2,14.49,16.92,59.67,19.83,282,5219,5501
712,12/12/2012,4,1,12,0,3,1,2,12.2,14.87,53.83,10.92,310,5009,5319
713,13/12/2012,4,1,12,0,4,1,1,12.13,14.71,48.58,11.67,425,5107,5532
714,14/12/2012,4,1,12,0,5,1,1,11.55,14.71,64.29,8.79,429,5182,5611
715,15/12/2012,4,1,12,0,6,0,1,13.29,16.92,65.04,7.13,767,4280,5047
716,16/12/2012,4,1,12,0,0,0,2,14.86,18.5,83.88,6.75,538,3248,3786
717,17/12/2012,4,1,12,0,1,1,2,16.13,20.08,90.71,6.58,212,4373,4585
718,18/12/2012,4,1,12,0,2,1,1,16.84,20.49,66.63,14.83,433,5124,5557
719,19/12/2012,4,1,12,0,3,1,1,13.63,17.11,62.54,12.33,333,4934,5267
720,20/12/2012,4,1,12,0,4,1,2,13.53,16.76,66.79,8.88,314,3814,4128
721,21/12/2012,1,1,12,0,5,1,2,13.39,15.09,55.67,25.08,221,3402,3623
722,22/12/2012,1,1,12,0,6,0,1,10.9,11.81,44.13,27.29,205,1544,1749
723,23/12/2012,1,1,12,0,0,0,1,10.08,12.97,51.54,8.92,408,1379,1787
724,24/12/2012,1,1,12,0,1,1,2,9.48,12.95,79.13,5.17,174,746,920
725,25/12/2012,1,1,12,1,2,0,2,11.94,14.72,73.48,11.3,440,573,1013
726,26/12/2012,1,1,12,0,3,1,3,9.98,11.02,82.33,21.21,9,432,441
727,27/12/2012,1,1,12,0,4,1,2,10.42,11.33,65.29,23.46,247,1867,2114
728,28/12/2012,1,1,12,0,5,1,2,10.39,12.75,59,10.42,644,2451,3095
729,29/12/2012,1,1,12,0,6,0,2,10.39,12.12,75.29,8.33,159,1182,1341
730,30/12/2012,1,1,12,0,0,0,1,10.49,11.59,48.33,23.5,364,1432,1796
731,31/12/2012,1,1,12,0,1,1,2,8.85,11.17,57.75,10.37,439,2290,2729
